,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2000-01-08_6,6,Lonestar,Amazed,7,6,17,2000-01-08
2000-01-08_7,7,98 Degrees,I Do (Cherish You),6,5,19,2000-01-08
2000-01-08_8,8,Edwin McCain,I Could Not Ask For More,5,3,29,2000-01-08
2000-01-08_9,9,Phil Collins,You'll Be In My Heart,9,1,38,2000-01-08
2000-01-08_10,10,Mariah Carey,All I Want For Christmas Is You,23,6,9,2000-01-08
2000-01-08_11,11,Ricky Martin,She's All I Ever Had,8,4,23,2000-01-08
2000-01-08_12,12,Jose Feliciano,Feliz Navidad,0,12,3,2000-01-08
2000-01-08_13,13,Phil Collins,Strangers Like Me,11,10,7,2000-01-08
2000-01-08_14,14,98 Degrees,This Gift,27,14,2,2000-01-08
2000-01-08_15,15,Sarah McLachlan,I Will Remember You,13,3,62,2000-01-08
2000-01-08_16,16,98 Degrees,The Hardest Thing,12,4,36,2000-01-08
2000-01-08_17,17,Sarah McLachlan,Angel,14,1,60,2000-01-08
2000-01-08_18,18,Savage Garden,Truly Madly Deeply,16,1,104,2000-01-08
2000-01-08_19,19,Jim Brickman Featuring Michelle Wright,Your Love,21,19,7,2000-01-08
2000-01-08_20,20,Sixpence None the Richer,Kiss Me,15,2,42,2000-01-08
2000-01-08_21,21,Santana Featuring Rob Thomas,Smooth,19,19,10,2000-01-08
2000-01-08_22,22,Shania Twain,Man! I Feel Like A Woman!,18,16,15,2000-01-08
2000-01-08_23,23,Brian McKnight,Back At One,28,23,2,2000-01-08
2000-01-08_24,24,Gene Autry & The Pinafores,Rudolph The Red-Nosed Reindeer,0,24,2,2000-01-08
2000-01-08_25,25,Robbie Williams,Angels,25,25,3,2000-01-08
2000-01-08_26,26,Sixpence None the Richer,There She Goes,26,25,8,2000-01-08
2000-01-08_27,27,Eric Clapton,Blue Eyes Blue,22,4,21,2000-01-08
2000-01-08_28,28,Marc Anthony,I Need To Know,29,24,15,2000-01-08
2000-01-08_29,29,Jessica Simpson,I Wanna Love You Forever,30,29,4,2000-01-08
2000-01-08_30,30,Whitney Houston,I Learned From The Best,0,30,1,2000-01-08
2000-01-15_1,1,Savage Garden,I Knew I Loved You,1,1,14,2000-01-15
2000-01-15_2,2,Celine Dion,That's The Way It Is,2,1,12,2000-01-15
2000-01-15_3,3,Backstreet Boys,I Want It That Way,4,1,36,2000-01-15
2000-01-15_4,4,98 Degrees,I Do (Cherish You),7,4,20,2000-01-15
2000-01-15_5,5,*NSYNC & Gloria Estefan,Music Of My Heart,5,2,22,2000-01-15
2000-01-15_6,6,Lonestar,Amazed,6,6,18,2000-01-15
2000-01-15_7,7,Edwin McCain,I Could Not Ask For More,8,3,30,2000-01-15
2000-01-15_8,8,Phil Collins,You'll Be In My Heart,9,1,39,2000-01-15
2000-01-15_9,9,Kenny G,Auld Lang Syne,3,3,5,2000-01-15
2000-01-15_10,10,Ricky Martin,She's All I Ever Had,11,4,24,2000-01-15
2000-01-15_11,11,Phil Collins,Strangers Like Me,13,10,8,2000-01-15
2000-01-15_12,12,98 Degrees,The Hardest Thing,16,4,37,2000-01-15
2000-01-15_13,13,Sarah McLachlan,I Will Remember You,15,3,63,2000-01-15
2000-01-15_14,14,Sarah McLachlan,Angel,17,1,61,2000-01-15
2000-01-15_15,15,Savage Garden,Truly Madly Deeply,18,1,105,2000-01-15
2000-01-15_16,16,Sixpence None the Richer,Kiss Me,20,2,43,2000-01-15
2000-01-15_17,17,Shania Twain,Man! I Feel Like A Woman!,22,16,16,2000-01-15
2000-01-15_18,18,Santana Featuring Rob Thomas,Smooth,21,18,11,2000-01-15
2000-01-15_19,19,Robbie Williams,Angels,25,19,4,2000-01-15
2000-01-15_20,20,Shania Twain,You've Got A Way,0,6,23,2000-01-15
2000-01-15_21,21,Brian McKnight,Back At One,23,21,3,2000-01-15
2000-01-15_22,22,Sixpence None the Richer,There She Goes,26,22,9,2000-01-15
2000-01-15_23,23,Marc Anthony,I Need To Know,28,23,16,2000-01-15
2000-01-15_24,24,Eric Clapton,Blue Eyes Blue,27,4,22,2000-01-15
2000-01-15_25,25,Jim Brickman Featuring Michelle Wright,Your Love,19,19,8,2000-01-15
2000-01-15_26,26,Jessica Simpson,I Wanna Love You Forever,29,26,5,2000-01-15
2000-01-15_27,27,Whitney Houston,I Learned From The Best,30,27,2,2000-01-15
2000-01-15_28,28,Enrique Iglesias,Bailamos,0,14,19,2000-01-15
2000-01-15_29,29,Lou Bega,Mambo No. 5 (A Little Bit Of...),0,26,10,2000-01-15
2000-01-15_30,30,Sugar Ray,Someday,0,30,4,2000-01-15
2000-01-22_1,1,Savage Garden,I Knew I Loved You,1,1,15,2000-01-22
2000-01-22_2,2,Celine Dion,That's The Way It Is,2,1,13,2000-01-22
2000-01-22_3,3,Backstreet Boys,I Want It That Way,3,1,37,2000-01-22
2000-01-22_4,4,Lonestar,Amazed,6,4,19,2000-01-22
2000-01-22_5,5,98 Degrees,I Do (Cherish You),4,4,21,2000-01-22
2000-01-22_6,6,*NSYNC & Gloria Estefan,Music Of My Heart,5,2,23,2000-01-22
2000-01-22_7,7,Edwin McCain,I Could Not Ask For More,7,3,31,2000-01-22
2000-01-22_8,8,Ricky Martin,She's All I Ever Had,10,4,25,2000-01-22
2000-01-22_9,9,Phil Collins,You'll Be In My Heart,8,1,40,2000-01-22
2000-01-22_10,10,Phil Collins,Strangers Like Me,11,10,9,2000-01-22
2000-01-22_11,11,Sarah McLachlan,I Will Remember You,13,3,64,2000-01-22
2000-01-22_12,12,98 Degrees,The Hardest Thing,12,4,38,2000-01-22
2000-01-22_13,13,Savage Garden,Truly Madly Deeply,15,1,106,2000-01-22
2000-01-22_14,14,Sixpence None the Richer,Kiss Me,16,2,44,2000-01-22
2000-01-22_15,15,Sarah McLachlan,Angel,14,1,62,2000-01-22
2000-01-22_16,16,Brian McKnight,Back At One,21,16,4,2000-01-22
2000-01-22_17,17,Santana Featuring Rob Thomas,Smooth,18,17,12,2000-01-22
2000-01-22_18,18,Robbie Williams,Angels,19,18,5,2000-01-22
2000-01-22_19,19,Shania Twain,Man! I Feel Like A Woman!,17,16,17,2000-01-22
2000-01-22_20,20,Sixpence None the Richer,There She Goes,22,20,10,2000-01-22
2000-01-22_21,21,Marc Anthony,I Need To Know,23,21,17,2000-01-22
2000-01-22_22,22,Whitney Houston,I Learned From The Best,27,22,3,2000-01-22
2000-01-22_23,23,Jim Brickman Featuring Michelle Wright,Your Love,25,19,9,2000-01-22
2000-01-22_24,24,Shania Twain,You've Got A Way,20,6,24,2000-01-22
2000-01-22_25,25,Jessica Simpson,I Wanna Love You Forever,26,25,6,2000-01-22
2000-01-22_26,26,Eric Clapton,Blue Eyes Blue,24,4,23,2000-01-22
2000-01-22_27,27,Enrique Iglesias,Bailamos,28,14,20,2000-01-22
2000-01-22_28,28,Tina Turner,When The Heartache Is Over,0,28,1,2000-01-22
2000-01-22_29,29,Michael Bolton,Sexual Healing,0,29,1,2000-01-22
2000-01-22_30,30,Lou Bega,Mambo No. 5 (A Little Bit Of...),29,26,11,2000-01-22
2000-01-29_1,1,Savage Garden,I Knew I Loved You,1,1,16,2000-01-29
2000-01-29_2,2,Celine Dion,That's The Way It Is,2,1,14,2000-01-29
2000-01-29_3,3,Backstreet Boys,I Want It That Way,3,1,38,2000-01-29
2000-01-29_4,4,Lonestar,Amazed,4,4,20,2000-01-29
2000-01-29_5,5,98 Degrees,I Do (Cherish You),5,4,22,2000-01-29
2000-01-29_6,6,*NSYNC & Gloria Estefan,Music Of My Heart,6,2,24,2000-01-29
2000-01-29_7,7,Edwin McCain,I Could Not Ask For More,7,3,32,2000-01-29
2000-01-29_8,8,Phil Collins,You'll Be In My Heart,9,1,41,2000-01-29
2000-01-29_9,9,Ricky Martin,She's All I Ever Had,8,4,26,2000-01-29
2000-01-29_10,10,Phil Collins,Strangers Like Me,10,10,10,2000-01-29
2000-01-29_11,11,Sarah McLachlan,I Will Remember You,11,3,65,2000-01-29
2000-01-29_12,12,Brian McKnight,Back At One,16,12,5,2000-01-29
2000-01-29_13,13,98 Degrees,The Hardest Thing,12,4,39,2000-01-29
2000-01-29_14,14,Robbie Williams,Angels,18,14,6,2000-01-29
2000-01-29_15,15,Sarah McLachlan,Angel,15,1,63,2000-01-29
2000-01-29_16,16,Sixpence None the Richer,Kiss Me,14,2,45,2000-01-29
2000-01-29_17,17,Savage Garden,Truly Madly Deeply,13,1,107,2000-01-29
2000-01-29_18,18,Santana Featuring Rob Thomas,Smooth,17,17,13,2000-01-29
2000-01-29_19,19,Sixpence None the Richer,There She Goes,20,19,11,2000-01-29
2000-01-29_20,20,Shania Twain,Man! I Feel Like A Woman!,19,16,18,2000-01-29
2000-01-29_21,21,Whitney Houston,I Learned From The Best,22,21,4,2000-01-29
2000-01-29_22,22,Shania Twain,You've Got A Way,24,6,25,2000-01-29
2000-01-29_23,23,Marc Anthony,I Need To Know,21,21,18,2000-01-29
2000-01-29_24,24,Jim Brickman Featuring Michelle Wright,Your Love,23,19,10,2000-01-29
2000-01-29_25,25,Jessica Simpson,I Wanna Love You Forever,25,25,7,2000-01-29
2000-01-29_26,26,Enrique Iglesias,Bailamos,27,14,21,2000-01-29
2000-01-29_27,27,Tina Turner,When The Heartache Is Over,28,27,2,2000-01-29
2000-01-29_28,28,Eric Clapton,Blue Eyes Blue,26,4,24,2000-01-29
2000-01-29_29,29,Michael Bolton,Sexual Healing,29,29,2,2000-01-29
2000-01-29_30,30,Boyzone,No Matter What,0,12,22,2000-01-29
2000-02-05_1,1,Savage Garden,I Knew I Loved You,1,1,17,2000-02-05
2000-02-05_2,2,Celine Dion,That's The Way It Is,2,1,15,2000-02-05
2000-02-05_3,3,Lonestar,Amazed,4,3,21,2000-02-05
2000-02-05_4,4,Backstreet Boys,I Want It That Way,3,1,39,2000-02-05
2000-02-05_5,5,98 Degrees,I Do (Cherish You),5,4,23,2000-02-05
2000-02-05_6,6,*NSYNC & Gloria Estefan,Music Of My Heart,6,2,25,2000-02-05
2000-02-05_7,7,Phil Collins,You'll Be In My Heart,8,1,42,2000-02-05
2000-02-05_8,8,Edwin McCain,I Could Not Ask For More,7,3,33,2000-02-05
2000-02-05_9,9,Ricky Martin,She's All I Ever Had,9,4,27,2000-02-05
2000-02-05_10,10,Phil Collins,Strangers Like Me,10,10,11,2000-02-05
2000-02-05_11,11,Brian McKnight,Back At One,12,11,6,2000-02-05
2000-02-05_12,12,Robbie Williams,Angels,14,12,7,2000-02-05
2000-02-05_13,13,Sarah McLachlan,I Will Remember You,11,3,66,2000-02-05
2000-02-05_14,14,98 Degrees,The Hardest Thing,13,4,40,2000-02-05
2000-02-05_15,15,Sixpence None the Richer,Kiss Me,16,2,46,2000-02-05
2000-02-05_16,16,Sarah McLachlan,Angel,15,1,64,2000-02-05
2000-02-05_17,17,Savage Garden,Truly Madly Deeply,17,1,108,2000-02-05
2000-02-05_18,18,Santana Featuring Rob Thomas,Smooth,18,17,14,2000-02-05
2000-02-05_19,19,Sixpence None the Richer,There She Goes,19,19,12,2000-02-05
2000-02-05_20,20,Whitney Houston,I Learned From The Best,21,20,5,2000-02-05
2000-02-05_21,21,Marc Anthony,I Need To Know,23,21,19,2000-02-05
2000-02-05_22,22,Shania Twain,Man! I Feel Like A Woman!,20,16,19,2000-02-05
2000-02-05_23,23,Tina Turner,When The Heartache Is Over,27,23,3,2000-02-05
2000-02-05_24,24,Shania Twain,You've Got A Way,22,6,26,2000-02-05
2000-02-05_25,25,Jessica Simpson,I Wanna Love You Forever,25,25,8,2000-02-05
2000-02-05_26,26,Enrique Iglesias,Bailamos,26,14,22,2000-02-05
2000-02-05_27,27,Backstreet Boys,Show Me The Meaning Of Being Lonely,0,27,1,2000-02-05
2000-02-05_28,28,Faith Hill,Breathe,0,28,1,2000-02-05
2000-02-05_29,29,Michael Bolton,Sexual Healing,29,29,3,2000-02-05
2000-02-05_30,30,Eric Clapton,Blue Eyes Blue,28,4,25,2000-02-05
2000-02-12_1,1,Savage Garden,I Knew I Loved You,1,1,18,2000-02-12
2000-02-12_2,2,Celine Dion,That's The Way It Is,2,1,16,2000-02-12
2000-02-12_3,3,Lonestar,Amazed,3,3,22,2000-02-12
2000-02-12_4,4,Backstreet Boys,I Want It That Way,4,1,40,2000-02-12
2000-02-12_5,5,98 Degrees,I Do (Cherish You),5,4,24,2000-02-12
2000-02-12_6,6,*NSYNC & Gloria Estefan,Music Of My Heart,6,2,26,2000-02-12
2000-02-12_7,7,Brian McKnight,Back At One,11,7,7,2000-02-12
2000-02-12_8,8,Phil Collins,You'll Be In My Heart,7,1,43,2000-02-12
2000-02-12_9,9,Edwin McCain,I Could Not Ask For More,8,3,34,2000-02-12
2000-02-12_10,10,Robbie Williams,Angels,12,10,8,2000-02-12
2000-02-12_11,11,Phil Collins,Strangers Like Me,10,10,12,2000-02-12
2000-02-12_12,12,Ricky Martin,She's All I Ever Had,9,4,28,2000-02-12
2000-02-12_13,13,98 Degrees,The Hardest Thing,14,4,41,2000-02-12
2000-02-12_14,14,Sarah McLachlan,I Will Remember You,13,3,67,2000-02-12
2000-02-12_15,15,Savage Garden,Truly Madly Deeply,17,1,109,2000-02-12
2000-02-12_16,16,Sixpence None the Richer,Kiss Me,15,2,47,2000-02-12
2000-02-12_17,17,Sarah McLachlan,Angel,16,1,65,2000-02-12
2000-02-12_18,18,Santana Featuring Rob Thomas,Smooth,18,17,15,2000-02-12
2000-02-12_19,19,Backstreet Boys,Show Me The Meaning Of Being Lonely,27,19,2,2000-02-12
2000-02-12_20,20,Sixpence None the Richer,There She Goes,19,19,13,2000-02-12
2000-02-12_21,21,Whitney Houston,I Learned From The Best,20,20,6,2000-02-12
2000-02-12_22,22,Faith Hill,Breathe,28,22,2,2000-02-12
2000-02-12_23,23,Marc Anthony,I Need To Know,21,21,20,2000-02-12
2000-02-12_24,24,Tina Turner,When The Heartache Is Over,23,23,4,2000-02-12
2000-02-12_25,25,Jessica Simpson,I Wanna Love You Forever,25,25,9,2000-02-12
2000-02-12_26,26,Shania Twain,Man! I Feel Like A Woman!,22,16,20,2000-02-12
2000-02-12_27,27,Enrique Iglesias,Bailamos,26,14,23,2000-02-12
2000-02-12_28,28,Eric Clapton,Blue Eyes Blue,30,4,26,2000-02-12
2000-02-12_29,29,Michael Bolton,Sexual Healing,29,29,4,2000-02-12
2000-02-12_30,30,Sugar Ray,Someday,0,30,5,2000-02-12
2000-02-19_1,1,Savage Garden,I Knew I Loved You,1,1,19,2000-02-19
2000-02-19_2,2,Celine Dion,That's The Way It Is,2,1,17,2000-02-19
2000-02-19_3,3,Lonestar,Amazed,3,3,23,2000-02-19
2000-02-19_4,4,Brian McKnight,Back At One,7,4,8,2000-02-19
2000-02-19_5,5,98 Degrees,I Do (Cherish You),5,4,25,2000-02-19
2000-02-19_6,6,Backstreet Boys,I Want It That Way,4,1,41,2000-02-19
2000-02-19_7,7,Phil Collins,You'll Be In My Heart,8,1,44,2000-02-19
2000-02-19_8,8,*NSYNC & Gloria Estefan,Music Of My Heart,6,2,27,2000-02-19
2000-02-19_9,9,Edwin McCain,I Could Not Ask For More,9,3,35,2000-02-19
2000-02-19_10,10,Phil Collins,Strangers Like Me,11,10,13,2000-02-19
2000-02-19_11,11,Robbie Williams,Angels,10,10,9,2000-02-19
2000-02-19_12,12,Ricky Martin,She's All I Ever Had,12,4,29,2000-02-19
2000-02-19_13,13,Backstreet Boys,Show Me The Meaning Of Being Lonely,19,13,3,2000-02-19
2000-02-19_14,14,Sarah McLachlan,I Will Remember You,14,3,68,2000-02-19
2000-02-19_15,15,98 Degrees,The Hardest Thing,13,4,42,2000-02-19
2000-02-19_16,16,Sarah McLachlan,Angel,17,1,66,2000-02-19
2000-02-19_17,17,Faith Hill,Breathe,22,17,3,2000-02-19
2000-02-19_18,18,Sixpence None the Richer,Kiss Me,16,2,48,2000-02-19
2000-02-19_19,19,Santana Featuring Rob Thomas,Smooth,18,17,16,2000-02-19
2000-02-19_20,20,Savage Garden,Truly Madly Deeply,15,1,110,2000-02-19
2000-02-19_21,21,Sixpence None the Richer,There She Goes,20,19,14,2000-02-19
2000-02-19_22,22,Whitney Houston,I Learned From The Best,21,20,7,2000-02-19
2000-02-19_23,23,Tina Turner,When The Heartache Is Over,24,23,5,2000-02-19
2000-02-19_24,24,Marc Anthony,I Need To Know,23,21,21,2000-02-19
2000-02-19_25,25,Shania Twain,Man! I Feel Like A Woman!,26,16,21,2000-02-19
2000-02-19_26,26,Enrique Iglesias,Bailamos,27,14,24,2000-02-19
2000-02-19_27,27,Jessica Simpson,I Wanna Love You Forever,25,25,10,2000-02-19
2000-02-19_28,28,Michael Bolton,Sexual Healing,29,28,5,2000-02-19
2000-02-19_29,29,Sugar Ray,Someday,30,29,6,2000-02-19
2000-02-19_30,30,Boyzone,No Matter What,0,12,23,2000-02-19
2000-02-26_1,1,Savage Garden,I Knew I Loved You,1,1,20,2000-02-26
2000-02-26_2,2,Celine Dion,That's The Way It Is,2,1,18,2000-02-26
2000-02-26_3,3,Lonestar,Amazed,3,3,24,2000-02-26
2000-02-26_4,4,Brian McKnight,Back At One,4,4,9,2000-02-26
2000-02-26_5,5,98 Degrees,I Do (Cherish You),5,4,26,2000-02-26
2000-02-26_6,6,Backstreet Boys,I Want It That Way,6,1,42,2000-02-26
2000-02-26_7,7,Phil Collins,You'll Be In My Heart,7,1,45,2000-02-26
2000-02-26_8,8,*NSYNC & Gloria Estefan,Music Of My Heart,8,2,28,2000-02-26
2000-02-26_9,9,Edwin McCain,I Could Not Ask For More,9,3,36,2000-02-26
2000-02-26_10,10,Robbie Williams,Angels,11,10,10,2000-02-26
2000-02-26_11,11,Faith Hill,Breathe,17,11,4,2000-02-26
2000-02-26_12,12,Backstreet Boys,Show Me The Meaning Of Being Lonely,13,12,4,2000-02-26
2000-02-26_13,13,Phil Collins,Strangers Like Me,10,10,14,2000-02-26
2000-02-26_14,14,Ricky Martin,She's All I Ever Had,12,4,30,2000-02-26
2000-02-26_15,15,Sarah McLachlan,I Will Remember You,14,3,69,2000-02-26
2000-02-26_16,16,98 Degrees,The Hardest Thing,15,4,43,2000-02-26
2000-02-26_17,17,Santana Featuring Rob Thomas,Smooth,19,17,17,2000-02-26
2000-02-26_18,18,Sarah McLachlan,Angel,16,1,67,2000-02-26
2000-02-26_19,19,Sixpence None the Richer,Kiss Me,18,2,49,2000-02-26
2000-02-26_20,20,Savage Garden,Truly Madly Deeply,20,1,111,2000-02-26
2000-02-26_21,21,Sixpence None the Richer,There She Goes,21,19,15,2000-02-26
2000-02-26_22,22,Whitney Houston,I Learned From The Best,22,20,8,2000-02-26
2000-02-26_23,23,Tina Turner,When The Heartache Is Over,23,23,6,2000-02-26
2000-02-26_24,24,Marc Anthony,I Need To Know,24,21,22,2000-02-26
2000-02-26_25,25,Madonna,American Pie,0,25,1,2000-02-26
2000-02-26_26,26,Shania Twain,Man! I Feel Like A Woman!,25,16,22,2000-02-26
2000-02-26_27,27,Enrique Iglesias,Bailamos,26,14,25,2000-02-26
2000-02-26_28,28,Alison Krauss,Stay,0,28,1,2000-02-26
2000-02-26_29,29,Sugar Ray,Someday,29,29,7,2000-02-26
2000-02-26_30,30,Ricky Martin Featuring Meja,Private Emotion,0,30,1,2000-02-26
2000-03-04_1,1,Savage Garden,I Knew I Loved You,1,1,21,2000-03-04
2000-03-04_2,2,Celine Dion,That's The Way It Is,2,1,19,2000-03-04
2000-03-04_3,3,Lonestar,Amazed,3,3,25,2000-03-04
2000-03-04_4,4,Brian McKnight,Back At One,4,4,10,2000-03-04
2000-03-04_5,5,Backstreet Boys,Show Me The Meaning Of Being Lonely,12,5,5,2000-03-04
2000-03-04_6,6,98 Degrees,I Do (Cherish You),5,4,27,2000-03-04
2000-03-04_7,7,Faith Hill,Breathe,11,7,5,2000-03-04
2000-03-04_8,8,Phil Collins,You'll Be In My Heart,7,1,46,2000-03-04
2000-03-04_9,9,Backstreet Boys,I Want It That Way,6,1,43,2000-03-04
2000-03-04_10,10,Robbie Williams,Angels,10,10,11,2000-03-04
2000-03-04_11,11,*NSYNC & Gloria Estefan,Music Of My Heart,8,2,29,2000-03-04
2000-03-04_12,12,Edwin McCain,I Could Not Ask For More,9,3,37,2000-03-04
2000-03-04_13,13,Phil Collins,Strangers Like Me,13,10,15,2000-03-04
2000-03-04_14,14,Sarah McLachlan,I Will Remember You,15,3,70,2000-03-04
2000-03-04_15,15,Ricky Martin,She's All I Ever Had,14,4,31,2000-03-04
2000-03-04_16,16,Santana Featuring Rob Thomas,Smooth,17,16,18,2000-03-04
2000-03-04_17,17,Sixpence None the Richer,Kiss Me,19,2,50,2000-03-04
2000-03-04_18,18,Savage Garden,Truly Madly Deeply,20,1,112,2000-03-04
2000-03-04_19,19,Sarah McLachlan,Angel,18,1,68,2000-03-04
2000-03-04_20,20,98 Degrees,The Hardest Thing,16,4,44,2000-03-04
2000-03-04_21,21,Whitney Houston,I Learned From The Best,22,20,9,2000-03-04
2000-03-04_22,22,Sixpence None the Richer,There She Goes,21,19,16,2000-03-04
2000-03-04_23,23,Marc Anthony,I Need To Know,24,21,23,2000-03-04
2000-03-04_24,24,Elton John,Someday Out Of The Blue,0,24,1,2000-03-04
2000-03-04_25,25,Tina Turner,When The Heartache Is Over,23,23,7,2000-03-04
2000-03-04_26,26,Madonna,American Pie,25,25,2,2000-03-04
2000-03-04_27,27,Enrique Iglesias,Bailamos,27,14,26,2000-03-04
2000-03-04_28,28,Shania Twain,Man! I Feel Like A Woman!,26,16,23,2000-03-04
2000-03-04_29,29,Ricky Martin Featuring Meja,Private Emotion,30,29,2,2000-03-04
2000-03-04_30,30,Garth Brooks as Chris Gaines,That's The Way I Remember It,0,30,1,2000-03-04
2000-03-11_1,1,Savage Garden,I Knew I Loved You,1,1,22,2000-03-11
2000-03-11_2,2,Celine Dion,That's The Way It Is,2,1,20,2000-03-11
2000-03-11_3,3,Lonestar,Amazed,3,3,26,2000-03-11
2000-03-11_4,4,Brian McKnight,Back At One,4,4,11,2000-03-11
2000-03-11_5,5,Backstreet Boys,Show Me The Meaning Of Being Lonely,5,5,6,2000-03-11
2000-03-11_6,6,Faith Hill,Breathe,7,6,6,2000-03-11
2000-03-11_7,7,98 Degrees,I Do (Cherish You),6,4,28,2000-03-11
2000-03-11_8,8,Phil Collins,You'll Be In My Heart,8,1,47,2000-03-11
2000-03-11_9,9,*NSYNC & Gloria Estefan,Music Of My Heart,11,2,30,2000-03-11
2000-03-11_10,10,Backstreet Boys,I Want It That Way,9,1,44,2000-03-11
2000-03-11_11,11,Robbie Williams,Angels,10,10,12,2000-03-11
2000-03-11_12,12,Edwin McCain,I Could Not Ask For More,12,3,38,2000-03-11
2000-03-11_13,13,Sarah McLachlan,I Will Remember You,14,3,71,2000-03-11
2000-03-11_14,14,Ricky Martin,She's All I Ever Had,15,4,32,2000-03-11
2000-03-11_15,15,Phil Collins,Strangers Like Me,13,10,16,2000-03-11
2000-03-11_16,16,Santana Featuring Rob Thomas,Smooth,16,16,19,2000-03-11
2000-03-11_17,17,Sarah McLachlan,Angel,19,1,69,2000-03-11
2000-03-11_18,18,Sixpence None the Richer,Kiss Me,17,2,51,2000-03-11
2000-03-11_19,19,Savage Garden,Truly Madly Deeply,18,1,113,2000-03-11
2000-03-11_20,20,Elton John,Someday Out Of The Blue,24,20,2,2000-03-11
2000-03-11_21,21,Madonna,American Pie,26,21,3,2000-03-11
2000-03-11_22,22,Marc Anthony,I Need To Know,23,21,24,2000-03-11
2000-03-11_23,23,Whitney Houston,I Learned From The Best,21,20,10,2000-03-11
2000-03-11_24,24,Tina Turner,When The Heartache Is Over,25,23,8,2000-03-11
2000-03-11_25,25,Sixpence None the Richer,There She Goes,22,19,17,2000-03-11
2000-03-11_26,26,Shania Twain,Man! I Feel Like A Woman!,28,16,24,2000-03-11
2000-03-11_27,27,Ricky Martin Featuring Meja,Private Emotion,29,27,3,2000-03-11
2000-03-11_28,28,Marc Anthony,You Sang To Me,0,28,1,2000-03-11
2000-03-11_29,29,Garth Brooks as Chris Gaines,That's The Way I Remember It,30,29,2,2000-03-11
2000-03-11_30,30,Alison Krauss,Stay,0,28,2,2000-03-11
2000-03-18_1,1,Savage Garden,I Knew I Loved You,1,1,23,2000-03-18
2000-03-18_2,2,Celine Dion,That's The Way It Is,2,1,21,2000-03-18
2000-03-18_3,3,Lonestar,Amazed,3,3,27,2000-03-18
2000-03-18_4,4,Brian McKnight,Back At One,4,4,12,2000-03-18
2000-03-18_5,5,Backstreet Boys,Show Me The Meaning Of Being Lonely,5,5,7,2000-03-18
2000-03-18_6,6,Faith Hill,Breathe,6,6,7,2000-03-18
2000-03-18_7,7,98 Degrees,I Do (Cherish You),7,4,29,2000-03-18
2000-03-18_8,8,Phil Collins,You'll Be In My Heart,8,1,48,2000-03-18
2000-03-18_9,9,Backstreet Boys,I Want It That Way,10,1,45,2000-03-18
2000-03-18_10,10,*NSYNC & Gloria Estefan,Music Of My Heart,9,2,31,2000-03-18
2000-03-18_11,11,Robbie Williams,Angels,11,10,13,2000-03-18
2000-03-18_12,12,Edwin McCain,I Could Not Ask For More,12,3,39,2000-03-18
2000-03-18_13,13,Elton John,Someday Out Of The Blue,20,13,3,2000-03-18
2000-03-18_14,14,Sarah McLachlan,I Will Remember You,13,3,72,2000-03-18
2000-03-18_15,15,Ricky Martin,She's All I Ever Had,14,4,33,2000-03-18
2000-03-18_16,16,Santana Featuring Rob Thomas,Smooth,16,16,20,2000-03-18
2000-03-18_17,17,Savage Garden,Truly Madly Deeply,19,1,114,2000-03-18
2000-03-18_18,18,Sarah McLachlan,Angel,17,1,70,2000-03-18
2000-03-18_19,19,Phil Collins,Strangers Like Me,15,10,17,2000-03-18
2000-03-18_20,20,Sixpence None the Richer,Kiss Me,18,2,52,2000-03-18
2000-03-18_21,21,Madonna,American Pie,21,21,4,2000-03-18
2000-03-18_22,22,Marc Anthony,I Need To Know,22,21,25,2000-03-18
2000-03-18_23,23,Tina Turner,When The Heartache Is Over,24,23,9,2000-03-18
2000-03-18_24,24,Ricky Martin Featuring Meja,Private Emotion,27,24,4,2000-03-18
2000-03-18_25,25,Marc Anthony,You Sang To Me,28,25,2,2000-03-18
2000-03-18_26,26,Whitney Houston,I Learned From The Best,23,20,11,2000-03-18
2000-03-18_27,27,Sixpence None the Richer,There She Goes,25,19,18,2000-03-18
2000-03-18_28,28,Shania Twain,Man! I Feel Like A Woman!,26,16,25,2000-03-18
2000-03-18_29,29,Garth Brooks as Chris Gaines,That's The Way I Remember It,29,29,3,2000-03-18
2000-03-18_30,30,Alison Krauss,Stay,30,28,3,2000-03-18
2000-03-25_1,1,Savage Garden,I Knew I Loved You,1,1,24,2000-03-25
2000-03-25_2,2,Celine Dion,That's The Way It Is,2,1,22,2000-03-25
2000-03-25_3,3,Lonestar,Amazed,3,3,28,2000-03-25
2000-03-25_4,4,Faith Hill,Breathe,6,4,8,2000-03-25
2000-03-25_5,5,Backstreet Boys,Show Me The Meaning Of Being Lonely,5,5,8,2000-03-25
2000-03-25_6,6,Brian McKnight,Back At One,4,4,13,2000-03-25
2000-03-25_7,7,Phil Collins,You'll Be In My Heart,8,1,49,2000-03-25
2000-03-25_8,8,98 Degrees,I Do (Cherish You),7,4,30,2000-03-25
2000-03-25_9,9,Elton John,Someday Out Of The Blue,13,9,4,2000-03-25
2000-03-25_10,10,*NSYNC & Gloria Estefan,Music Of My Heart,10,2,32,2000-03-25
2000-03-25_11,11,Backstreet Boys,I Want It That Way,9,1,46,2000-03-25
2000-03-25_12,12,Robbie Williams,Angels,11,10,14,2000-03-25
2000-03-25_13,13,Edwin McCain,I Could Not Ask For More,12,3,40,2000-03-25
